,tweets,labels
2142,"los partidos políticos tienen que tener un verdadero funcionamiento democrático . difícilmente se puede defender la democracia fuera si no la practicas dentro . así lo entendemos en la fsa , el partido de asturias 💙💛 . lo decimos y lo hacemos .",0
2143,"@ user lo puedo hacer con las obras del prerrománico , los dos nuevos institutos -uno ya en obras- , la ampliación del museo de bellas artes prevista salir en breves la licitación , la reforma prevista del hospital monte naranco , las obras de saneamiento de la ciudad…",0
2144,"quiero hacer un llamamiento para que los grupos de @ user aprueben mañana los presupuestos . asturias necesita esos presupuestos . envío un mensaje de 𝗽𝗮𝘇 , 𝘀𝗮𝗹𝘂𝗱 𝘆 𝗲𝗺𝗽𝗹𝗲𝗼 para toda la ciudadanía . 💙💛",0
2145,"por tanto , hagamos del debate político un espacio respetuoso , con ideas , planteamientos y propuestas . no con insultos , agresiones o ataques personales . y llamemos las cosas por su nombre . evitemos poner en riesgo la convivencia . ya basta . ( y5 )",0
2146,hay que huir de `` ombliguismos '' y centrarse en dar soluciones a las necesidades de la ciudadanía .. la fsa- [ political_party ] es el único partido que tiene un proyecto para asturias . funeres 2022 . asturias💙💛 .,0
2147,"esta tarde me reuní con los centros asturianos y casas de asturias en madrid , con el objetivo de analizar la situación y pedirles ayuda para atraer talento y situar al principado en el mapa . mi reconocimiento a su trabajo . son auténticas “ embajadas ” de asturias💙💛",0
2148,asturias💙💛 sigue conmemorando el 1300 aniversario de la batalla de covadonga . una oportunidad para conocer nuestra historia y conocernos a nosotros mismos .,0
2149,"el ser humano es esto : la vida tiene siempre un final . después de 70 años de reina , se hablará de una era isabelina como también hubo una era victoriana . el reino unido afronta con su muerte muchos cambios . y no menores . isabel ii ya ha entrado en la historia . ( y3 )",0
2150,"estoy muy preocupado por la campaña de criminalización de las mujeres . algunos políticos dicen , abiertamente , que la culpa de que nazcan pocos niños es de ellas . no se puede admitir tal ataque . tenemos que defender , siempre , los derechos de las mujeres .",0
2151,"- plan de sostenibilidad turística financiado por el principado , con casi 3 millones de euros . - nuevo centro de fp de formación del profesorado , en las instalaciones de la laboral . - puesta en marcha de la regasificadora del musel , ya en obras . ( y2 )",0
2152,@ user ¿rechazo del gobierno ? . dirás rechazo de la junta general . se necesitan 27 votos y hay 26 favorables en el parlamento . ni uno más . el gobierno de asturias es favorable .,0
2153,"como secretario general de la fsa -su federación- y también como amigo , quiero expresarle públicamente todo mi cariño y apoyo ante esta valiente y consciente decisión . siempre ha demostrado su lealtad al partido y a la militancia socialista .. ( 2 )",0
2154,"me pasan este vídeo y quiero compartirlo . el presidente adolfo suárez , en su etapa de líder del cds , hacía estas reflexiones sobre la libertad y la igualdad a mercedes milá , de cara a las elecciones generales del 22 de junio de 1986 . de verdad , merece la pena escucharlo .",0
2155,"el partido socialdemócrata -el partido hermano del @ user - habría ganado las elecciones en suecia . la extrema derecha , sería la segunda fuerza política .",0
2156,"@ user en el propio artículo que compartes lo dice expresamente : “ el debate jurídico se ha centrado [ … ] también en la ausencia de una disposición transitoria que , tradicionalmente , se incluye en las reformas del código para limitar la capacidad de los jueces para firmar esta rebajas . ”",0
2157,"hoy se presentaron los candidatos a las alcaldías de capitales de provincia del [ political_party ] . lo hacen , según sus palabras : “ para acabar con el sanchismo ” . son elecciones municipales .. y un candidato a la alcaldía debería estar centrado exclusivamente en los problemas de su municipio .",0
2158,"@ user por la pérdida de población y por la propia evolución del sistema de financiación autonómica aprobado en 2009 , a todas luces injusto con asturias y que yo defiendo cambiar para que valore más cuestiones como el envejecimiento o la orografía .",0
2159,"cada , día internacional contra la violencia hacia las mujeres , millones de mujeres y hombres alzamos nuestra voz y decimos que basta ya . porque os queremos vivas , libres y sin miedo . por eso siempre estaremos en contra de la violencia de género .",0
2160,@ user siempre juntos . con la ley en la mano 😉,3
2161,"@ user ¡feliz cumpleaños , pat ! que pases un día muy feliz . tienes arte a rabiar . gracias por tanto . cada día . un beso",3
2162,@ user ¡feliz cumpleaños ! que pases un día muy feliz . un beso,3
2163,@ user es que la actual legislación excluye de protección a las parejas homosexuales . también denuncio esta discriminación del sistema .,3
2164,@ user cuando he visto el vídeo he pensado : yo le habría hecho las mismas preguntas en el @ user 😉,3
2165,recorriendo [ hashtag ] y conociendo a nuestros ganaderos . mario . a las 5 de la mañana en pie para ordeñar 400 cabras . cuidadas con mimo . para que luego venga un gobierno de inútiles a criminalizarles .,3
2166,desde el [ hashtag ] en [ hashtag ] con . ya queda menos para que la hostelería deje de ser demonizada por la @ user . va por ustedes .,3
2167,"“ campaña electoral : errores que no deben cometerse ” . primera lección : si eres candidato , exige ser parte del equipo de campaña . gracias @ user por la oportunidad de dirigirme a los futuros líderes iberoamericanos .",3
2168,"@ user ¡feliz cumpleaños , ricardo ! que pases un día muy feliz , amigo mío . lo mejor esta por llegar . un beso",3
2169,este cerdo se envalentona en redes . pero no le aguanta ni la mirada a una mujer si la tiene delante . honra el vientre que te parió y respeta . aprende a ser un hombre .,3
2170,"@ user pues agradezco a todos los que te han mencionado en un tuit que he publicado , porque no te conocía ❤️",3
2171,"@ user “ la violencia está en el adn masculino ” . para mi , eso es hembrismo . y normal que estes de acuerdo en el resto . alguna frase tiene que sonarte familiar 😉",3
2172,muchas diferencias . pero no me impide reconocer que cada miércoles era un auténtico reto enfrentarme a ella .,3
2173,"hoy solo deberíamos tener palabras de agradecimiento . gracias por tu servicio , @ user . españa , lo primero .",3
2174,"¡viva la virgen del pilar ! . ¡viva la @ user ! . ¡viva españa ! . feliz día de la hispanidad . feliz día de la raza . porque españa fue nación hacia fuera , hoy latimos con un solo ❤️a uno y otro lado del atlántico .. fiesta nacional de 🇪🇸 .",3
2175,"lo del rastreo , ni cotiza . lo de ser rastreros algunos , ya lo explicaré . gracias por vuestro apoyo 🦋",3
2176,"lo llaman machismo porque nos quieren débiles y víctimas para hacer política . la realidad : respuesta de las chicas a los cánticos del colegio mayor elias ahuja . ¡bravo , chicas !",3
2177,@ user ¡feliz cumpleaños ! que pases un día muy feliz . un beso,3
2178,@ user ¡feliz cumpleaños ! que pases un día muy feliz . un beso,3
2179,"@ user ¡feliz cumpleaños , manuel ! que pases un día muy feliz . un beso",3
2180,este viernes @ user convoca una gran manifestación contra la ley trans en madrid . protejamos a nuestros niños frente al abuso y la mutilacion . [ hashtag ] . información completa :,3
2181,@ user brindo por ello . con sidra del norte . gracias por tanto ❤️,3
2182,@ user conservamos algunas fotografías . pero son un tesoro privado 😉 el honor es mío .,3
2183,qué películas se montan algunos . hay vida más allá . [ hashtag ],3
2184,"gracias a mi diputado @ user y a nuestro candidato @ user y a toda la familia de @ user por hacerme sentir en casa . sois muy grandes . y a ti , @ user por cuidar de todos nosotros .",3
2185,parada técnica antes de llegar a . que dicen que va a ser que no❤️,3
2186,"reventado el cordón sanitario impuesto a nuestra @ user en @ user . @ user estima nuestro recurso . maitia , fuerza y honor . en esta familia nadie lucha solo .",3
2187,"mi mejor regalo de navidad este año ha sido abrir el móvil y leer el mensaje de un padre a quien , sin conocerle , he abrazado . desde el día que asesinaron a su hija . mi mejor regalo de navidad este año es poder estar a su lado . gracias a quienes me dais las fuerzas necesarias .",3
2188,10 millones de euros de dinero público que desparecieron en [ hashtag ] . lo último que hice antes de marcharme fue interponer los más de 100 folios de recurso de apelación . hoy el tribunal supremo confirma la condena a los ex altos cargos del [ political_party ] .,3
2189,como un solo hombre . detrás de @ user . por españa .,3
2190,lady paro y sus perros de presa sobornados . comienza en @ user el debate de la reforma laboral que destruirá miles de empleos agrarios y ganaderos .,3
2191,@ user está usted invitado a la presentación del proyecto en madrid .,3
2192,¡gracias [ hashtag ] ! aquí se huele y se siente españa .,3
2193,con el presidente @ user y la familia de @ user acompañando a nuestros agricultores y ganaderos en . tractorada por la dignidad . el campo grita . @ user a su lado . ni un paso atrás .,3
2194,@ user ¡feliz cumpleaños ! que pases un día muy feliz . un beso,3
2195,era difícil llevaros más cerca del corazón . gracias ❤️ . @ user,3
2196,@ user mi más sentido pésame . descanse en paz . honor y gloria .,3
2197,esta noche @ user está de celebración . tendría que haber sido reprobada . ha salido a hombros del @ user . como víctima .,3
2198,"si un tuit sobre @ user me lleva directa a la cama no quiero pensar qué dirían si hiciéramos una conferencia juntos . en la complutense , por ejemplo . como mujer , piso con fuerza por encima de estos estereotipos . sobre tacones 🦋",3
2199,@ user ayer en [ hashtag ] tenía a @ user de fondo mientras grababa el vídeo . tuve que moverme un poco para evitar el dardo previsible de @ user . cosas de @ user .,3
2200,"@ user evidentemente que lo tenemos .. pero ni hace tres meses estábamos tan bien en paro juvenil -el menor de españa- ni ahora tan mal .. a lo que me refiero es a los bandazos que da la epa , al tratarse de una encuesta .",0
2201,muy orgullosos de carlos lópez-otín y que sea hijo adoptivo de asturias 💙💛,0
2202,"mi reconocimiento a un gran periodista y excelente persona como es @ user . su talento , su profesionalidad como periodista y comunicador , su compromiso , es algo que le caracteriza y le honra . mi gratitud , también , por su amistad y por el enorme cariño a asturias . 💙💛",0
2203,"mi más sentido pésame a su familia , amistades y compañeros/as .",0
2204,"@ user y sobre los apagones : se pueden producir porque se agoten las reservas de gas . al faltar el suministro ruso , es probable que se agoten esas reservas en otoño o invierno y por eso es tan importante ahorrar ahora , para llegar con las reservas llenas .",0
2205,para apoyar a las familias y hacer frente al reto demográfico . propuestas que deberán aprobarse en los presupuestos para asturias💙💛 en 2023 . guía rápida para conocer las propuestas fiscales de [ politician ],0
2206,el gobierno del cambio seguirá trabajando día a día para asegurar el futuro de asturias sin dejarse arrastrar por la campaña electoral . asturias ha perdido el miedo al futuro . 💙💛,0
2207,"este año se cumplen 40 desde que tomara posesión el primer presidente del principado de asturias . cuarenta años de presidentes , de democracia y de libertad .",0
2208,"hoy en la junta general , me reafirmé en mis orígenes .. soy un hombre de pueblo y un hombre del pueblo . procedo de laviana , un concejo de pasado minero y rural . y soy hijo de la clase trabajadora . y sí , siguen existiendo clases . una persona que conoce cada rincón de asturias💙💛",0
2209,"@ user no es el escudo , serafín . es la imagen digital . el escudo de asturias no cambia en modo alguno .",0
2210,"lara martínez , actual gerente de divertia y secretaría de cultura de la fsa , será la número 2 de la candidatura municipal de gijón . así ha sido consensuado entre el candidato a la alcaldía , floro y el secretario general monchu garcía . un gran acierto . y ahora , a ganar .",0
2211,"a [ political_party ] le molesta que vaya a madrid a defender los intereses de nuestra comunidad . no creen en las autonomías , pero cobran que se matan de ellas .",0
2212,"controversia interna , luego dijeron que se referían exclusivamente a las elecciones generales .. y hoy , para rematar el lío -será por la evolución de las encuestas- dicen que no , que no se referían más que a las elecciones municipales . cambios que producen desconcierto . ( 2 )",0
2213,"@ user efectivamente y con cierre censal trimestral para evitar afiliaciones unos días antes para poder votar . sin duda , el procedimiento más riguroso de todos los partidos .",0
2214,hoy asistí a la celebración del 113 aniversario del fallecimiento del cabo noval. . 💙💛,0
2215,"el gobierno de asturias se propuso mejorar las conexiones aéreas . por fin , después de mucho trabajo , especialmente del viceconsejero @ user se ven resultados . ¡cumpliendo con asturias ! 💙💛",0
2216,"los problemas de emancipación , empleo , etc , de la juventud exigen políticas transversales que son una prioridad para @ user desde el inicio de la legislatura . atención prioritaria que volverá a reflejarse en los",0
2217,¡feliz aniversario ! . fue un honor concederos la medalla de asturias💙💛,0
2218,"el 92 por ciento de la población asturiana tiene buena cobertura móvil , según el estudio 'drive test '",0
2219,los [ hashtag ] van a ser los presupuestos : . ✅ que apoyen a los sectores más vulnerables . ✅ que se comprometan con hechos con el medio rural,0
2220,"@ user se te olvidó esto . en nuestro partido , la militancia decide y vota . 😊",0
2221,origen y destino de los flujos migratorios de [ hashtag ] es el resto de españa .. datos muy interesantes .,0
2222,"@ user no es así , juan . los convenios pueden modificarse por acuerdo de las partes .",0
2223,"valoramos de manera positiva la respuesta del gobierno de españa que se acordó en el último cmin . hay que profundizar en proteger a los colectivos de personas más vulnerables . la fsa es el partido de las 'tres e ' : estabilidad , experiencia y esperanza .",0
2224,"la presidenta de la comisión europa , úrsula von del leyen , es también una de las dirigentes políticas más importantes del [ political_party ] de europa .",0
2225,"vivimos en democracia . y en democracia , las elecciones se ganan y se pierden con el voto libre , directo y secreto de la gente . única y exclusivamente con el voto .. y en el día de la fiesta nacional , es bueno reivindicar la democracia y la libertad . ¡feliz 12 de octubre !",0
2226,"incrementaremos la cantidad global que destinamos a la ayuda a la compra de libros de texto hasta un 50 % . también se incrementa la deducción por compra de libros de texto y material escolar , ampliando las rentas a las que se aplica . para ello , necesitamos los presupuestos . ( 3 )",0
2227,"la última semana de diciembre , fue intensa . aquí tenéis un breve resumen de la misma . la semana en 1 minutos . 💙💛",0
2228,"@ user diego , en el medio que tú diriges decís que se va a “ convertir toda la vega en pisos ” . ¿de verdad ? o sea , se edifican 15.000 m2 de 150.000 m2 y eso es “ convertir toda la vega en pisos ” . puedo comprender tu opinión al plan , pero con razones , no en afirmaciones sin fundamento .",0
2229,"sin autonomía como partido , sin capacidad de decisión , sin proyecto , sin candidato/a elegido en asturias , se convierten en un partido que es incapaz de ser alternativa y lo más importante , incapaz de dar estabilidad a asturias que es lo que necesitamos .. ( 5 )",0
2230,"la primera fue en 1995 , cuando sergio marqués ganó las elecciones .. muchas veces el [ political_party ] nos ataca al gobierno de asturias por “ no enfrentarnos a madrid ” . algo falso , porque sí lo hacemos . y más curioso aún teniendo en cuenta que al presidente marqués lo expulsaron del [ political_party ] . ( 2 )",0
2231,"@ user pues no , no es normal . por favor , escríbanos a presidente @ asturias.org para que podamos preguntar directamente por el tema .",0
2232,"hoy conmemoramos el día de santa bárbara , patrona de los mineros y la familia minera . escuchad . y estoy seguro que os emocionaréis como yo . una emoción que llega al alma y que toca el corazón . 💙💛",0
2233,"¿tanto cuesta prepararse las intervenciones con cierto rigor histórico ? ¿tanto cuesta medir lo que se dice y no decir burradas que las puede desmontar un crío de primaria ? . sin rigor no hay política seria , ni estabilidad ni proyecto político . no hay nada . ( y3 )",0
2234,"mientras otras fuerzas son ejemplo de inestabilidad y están a lo suyo , nosotros estamos a lo de todos , a solucionar los problemas de asturias💙💛 garantizando estabilidad , esperanza y experiencia .",0
2235,"@ user el gobierno autonómico negocia con el ayuntamiento y su gobierno local , el que esté en cada momento , en el marco de las competencias propias . se llama respeto al ámbito competencial . y con el acuerdo de la vega buscamos que se recuperen esos terrenos y las naves para oviedo .",0
2236,"hoy se celebra el día de los abuelos , de los güelitos como decimos en asturias .. conocí a los cuatro , aunque no pude de disfrutar de todos por igual , pues alguno falleció muy pronto . gracias por todo lo que me enseñasteis .. a tito y lala , a dionisio y maruja . os quiero . ❤️",0
2237,"habrá primarias en oviedo y gijón . la @ user y yo , como secretario general , reiteramos nuestra neutralidad . es la hora de la militancia , no de las ejecutivas . deseo una buena campaña , constructiva y respetuosa , ejemplo de lo que significa ser socialista . 💙💛",0
2238,"@ user el pasado no decide el presente , pero nos explica , indica quiénes somos y porqué somos así . espero que dentro de no muchos meses podamos compartir esperanzas en el futuro de asturias . un saludo matías .",0
2239,"@ user funcionamiento ejemplar del sistema de consorcios con servicios que en otras comunidades se privatizaron : cadasa ( abastecimiento de agua ) , cogersa ( gestión de residuos ) , cta ( gestión del transporte público y la nueva tarifa plana conecta ) . gestión natural y preservación . ( 3 )",0
2240,"`` otros gobiernos , como el de hungría , habían adoptado medidas similares con un impacto positivo en la natalidad y reducción del número de abortos '' . sí , progres , queremos reducir los abortos , tendiendo a cero . queremos que se maten menos bebés ¿está claro ?",3
2241,"diputada [ political_party ] pide cuotas por sexos para `` acabar con las brechas en stem '' y `` políticas de igualdad '' . ¡y son `` los liberales '' ! hay brechas pq las mujeres no quieren estudiar tecnología ¡se llama libertad ! . un liberal sabe que , si hay libertad , no puede haber igualdad ( de resultados )",3
2242,este es el `` bilingüismo cordial '' de [ politician ] en galicia . « a los que hablan español se les cuestiona intentando que reflexionen » : .,3
2243,"“ padre y madre fueron el cimiento de la existencia del niño : le dieron seguridad , un hogar , identidad . si los padres se separan , el niño pierde el suelo bajo de sus pies . [ … ] ¿por qué la sociedad considera sólo la “ felicidad ” de los padres y no el sufrimiento de los niños ? ” ( kuby",3
2244,"@ user la ley penal hace suyos preceptos religiosos : “ no matarás ” , “ no robarás ” … ¿sí o no ?",3
2245,escribí esto después de la matanza de charlie hebdo ( el jueves francés ) y la del supermercado kosher :,3
2246,". @ user : `` se podría haber salvado al deporte femenino si , como propuso [ political_party ] , se hubiera añadido enmienda que exigiese competir con arreglo al sexo biológico . pero todos los grupos votaron en contra ( menos [ political_party ] , que se abstuvo ) '' .",3
2247,"ayer pude asistir a la segunda jornada de la cumbre de la iberosfera organizada por [ political_party ] , con figuras de la nueva derecha de todo el mundo hispánico . nivelazo en las intervenciones y coincidencia fundamental en los análisis :",3
2248,". @ user ( [ political_party ] ) : `` este gobierno dice que la energía nuclear es el pasado . pero 37 países , con una población sumada de 5000 millones de habitantes , están construyendo centrales nucleares : ee.uu. , francia , uk , china , rusia , india , japón , corea , brasil ... '' .",3
2249,cosas que pasan cuando se permite a `` mujeres trans '' competir contra mujeres de verdad :,3
2250,la galicia de [ politician ] es la que ofrece abortos de más calidad :,3
2251,"@ user mire , yo ya he argumentado en mis libros sobre todo lo que está diciendo . léame si quiere conocer mis argumentos . y si no , déjeme en paz .",3
2252,. @ user explica la ley trans a las cámaras de 7nn : se acabó el deporte femenino .. se acabó la patria potestad ( los niños podrán `` cambiar de sexo '' desde los 12 años y los padres no podrán oponerse ) . se acabó la mujer ( mujer es quien diga ser tal ) .,3
2253,"@ user : `` su obsesión por el género resulta ya cansina y enfermiza . nosotros decimos no a la introducción de criterios de género en la legislación laboral . [ ... ] todas las personas tenemos ya los mismos derechos y obligaciones , con independencia de nuestro sexo o raza '' .",3
2254,@ user veo que no condenas a gengis khan y atila . es muy relevante para el tema .,3
2255,"@ user ¿qué tal los trenes de la muerte de jaén , la masacre de 51 seminaristas en barbastro , la matanza de la cárcel modelo o el martirio de sor apolonia , aserrada viva ? .",3
2256,"`` esta ley se basa en una antropología tóxica y anticientífica . el art 3 define la “ identidad sexual ” , como “ la vivencia interna e individual del sexo tal y como cada persona la siente y autodefine , pudiendo o no corresponder con el sexo asignado al nacer ” .",3
2257,"@ user tienen que salir muy , muy canallas [ tus hijos ] para que ninguno se preocupe de ti [ en tu vejez ] . no ocurre en la realidad , o sólo muy raramente .. además , aunque ellos no se preocupen de ti , tú tendrás de quien preocuparte . el cuidado de una madre por sus hijos no termina nunca .",3
2258,". @ user : `` la solución para la españa vaciada es : familias y niños . como afirma mi compañera @ user , `` los niños no contaminan '' '' .",3
2259,"profesor @ user : `` una alumna levanta la mano “ yo como lesbiana cosidero que… ” . y , como pertenece a grupo oficialmente sufriente , la empatía mínima requiere que suspendamos el razonamiento y le demos la razón .. para la teoría queer , el valor de verdad de una afirmació",3
2260,"`` los que niegan la batalla cultural son sectores libertarios que solo tienen ojos para la economía , pues en lo que respecta a los temas culturales no tienen ningún inconveniente real con la agenda progresista '' . muy interesante , como siempre , @ user",3
2261,"@ user 4000 personas al día exterminadas en : una decena de campos de exterminio ( treblinka , madjanek , auschwitz ... ) + fusilamientos en bielorrusia , rusia y ucrania por los einsatzgruppen ( en babi yar fusilaron a 33.000 en dos días ) + exterminio por hambre en los guetos de polonia .",3
2262,`` asistimos a una explosión de la transexualidad –y a una imposición de la ideología transexual en sistema educativo y profesión médica- q no tiene nada que ver con el respeto debido a la ínfima minoría de personas que padecen disforia de género '' . esto mío :,3
2263,"@ user no justifico ningún crimen . critico el doble rasero . se humilla póstumamente a los responsables de los crímenes de un bando mientras se sigue enalteciendo a los del otro . pasionaria , largo , prieto , etc . siguen teniendo estatuas y calles .",3
2264,abriendo la ventana un poquitín . ya la abriremos de par en par :,3
2265,"@ user bien : si ha evolucionado , que derogue la ley lgtb de madrid ( o , al menos , que suprima el artículo que alude a la `` autodeterminación de género '' ) .. ¿no ?",3
2266,"dice portavoz [ political_party ] : `` [ political_party ] acusa a esta ley de `` fomentar la transexualidad '' . o sea , consideran que la transexualidad es mala . son vds . tránsfobos '' . claro que es malo rechazar el propio sexo , hormonarse toda la vida , mutilarse los genitales . puede ser la solución para adultos que",3
2267,lo que celebraban hoy todos los progresistas del congreso ( cortesía de @ user ) . los que discrepamos tenemos que callar porque somos `` tránsfobos '' y el futuro les pertenece a ellos .,3
2268,"el hombre no es solamente libertad . el hombre no se crea a sí mismo . es espíritu y voluntad , pero también naturaleza ” ( discurso en el bundestag , 22-09-2011 ) .",3
2269,"@ user ¿qué gilipollez ? ¿que sevilla se está convirtiendo en un parque temático ? dese una vuelta por el centro , y verá como las tiendas tradicionales son sustituidas por otras de souvenirs . y el éxodo al aljarafe por los precios prohibitivos es un hecho . se lo dice uno de los exiliados",3
2270,hay que reconocer que la altura cultural de la izquierda tuitera es deslumbrante . escriben tan bien… :,3
2271,jacobo pérez-soba : hay empresas que ofrecen a las empleadas congelación de óvulos . la empresa exige que le entreguen su fertilidad .,3
2272,"no os tutelamos a vosotras : tutelamos a los seres humanos indefensos que lleváis dentro . y no hay más supremacismo que atribuir a una persona el derecho a eliminar a otra , como hacéis con el `` derecho al aborto '' :",3
2273,@ user ángel david martín rubio ha hecho la investigación más rigurosa sobre la represión . lea sus libros y refútelos si puede .,3
2274,"gracias por culturizarnos a los de [ political_party ] . por cierto , se escribe “ por qué ” y “ hace falta ” ( en singular ) . y “ [ politician ] ” . y desconoce vd . los signos de puntuación :",3
2275,.⁦ @ user ⁩ : “ no hemos defendido con suficiente fuerza el matrimonio y la familia desde la política ”,3
2276,"@ user ¿ a qué pueblo le trajo democracia y bienestar el comunismo , señor analfabeto ?",3
2277,". @ user : `` cuando alguien es acusado de `` fobia '' [ homofobia , transfobia , etc ] , la padece . si la reconoce , la padece ; si la niega , la padece aún más . la acusación d efobia es una profecía autocumplida . y rompen la lógica del debate racional . los argumentos que apelan a ⬇️",3
2278,". @ user : `` un pronunciamiento , que no golpe de estado : el alzamiento de media nación que , con motivo , se sabía amenazada . alzamiento frente a revolución . una tragedia que no pudo o no quiso evitarse por quienes tenían responsabilidades de gobierno ''",3
2279,"`` con respecto al aborto : no pertenece al 6º mandamiento sino al 5º : `` no matarás '' . y esto deberíamos considerarlo obvio , reafirmando siempre de nuevo que el ser humano comienza en el seno materno y sigue siendo persona hasta su último suspiro '' ( benedicto xvi , 16/07/2006 )",3
2280,"toledo acoge un importante foro con la participación de gobiernos locales de todos los signos políticos , a través de la femp . desde la colaboración y el trabajo que desarrollamos abordamos las claves y estrategias para avanzar en la consecución de los ods de la agenda 2030 .",0
2281,"arranca diciembre y con él un mes cargado de ilusión , esperanza y buenos propósitos . reencuentros y recuerdos inolvidables y ganas de disfrutar en la mejor compañía . os abrazo fuerte en este mes que hoy empieza y os animo a participar en esta navidad ilusionante . 📸agustín puig",0
2282,"toledo acoge el próximo miércoles , 14 de diciembre , la asamblea general de la @ user una cita que reunirá a los representantes de las 21 ciudades y municipios que trabajamos de manera coordinada para impulsar el legado de sefarad y el patrimonio sefardí .",0
2283,los trabajos de plantación y mejora de alcorques continúan en la avenida de europa donde más de 90 árboles y 450 arbustos renovarán la imagen de esta vía y contribuirán a una ciudad más sostenible . la actuación finalizará en los próximos días con nuevas plantaciones .,0
2284,"hoy el @ user cierra filas en su comité provincial , trabajamos para que nuestro pueblos y ciudades sigan progresando . no podemos volver a los recortes sociales , a limitar derechos y libertades o a los escándalos de corrupción del [ political_party ] .",0
2285,"os animo a colaborar con @ user comprando el calendario solidario de 2023 que con tanto cariño , dedicación y sobre todo ilusión han preparado de la mano de @ user . podéis adquirirlo a través del correo administracion @ downtoledo.es o en el . 📞925234111 .",0
2286,orgullosa de las labores de rescate que están llevando a cabo nuestras [ hashtag ] en turquía y siria . contáis con todo nuestro apoyo . gracias por vuestra entrega y sacrificio . sois un orgullo para [ hashtag ] 🇪🇸🇪🇸🇪🇸,0
2287,como alcaldesa y vicepresidenta de la @ user he tenido la oportunidad de compartir la importancia de los gobiernos locales en el proceso de transición digital en la administración de justicia . gracias por elegir [ hashtag ] para celebrar esta conferencia sectorial de justicia .,0
2288,hasta el 10 de enero puedes visitar en el archivo histórico de la nobleza la exposición ‘ el documento medieval en la cancillería de alfonso x ’ . una muestra muy singular y de gran valor histórico con la que el @ user se suma al viii centenario del rey sabio ¡gracias !,0
2289,"entre los belenes que no hay que perderse durante la navidad en toledo , está el de la capilla de la estrella . una auténtica obra de arte en miniatura que con tanto cariño hacen los integrantes de la @ user desde hace ya 30 años . estará abierto hasta el 8 de enero .",0
2290,el equipo junior femenino autonómico del @ user se ha proclamado este fin de semana campeón de la copa castilla-la mancha . ¡enhorabuena chicas ! el tesón y el esfuerzo tienen su recompensa .,0
2291,"celebrar la vida con quienes trabajan por un mundo mejor siempre es un aliciente para mirar al futuro con optimismo , y esto es lo que hemos hecho hoy en @ user gracias a los iv premios excelentes de @ user . ¡enhorabuena a los premiados !",0
2292,"primera reunión con el nuevo presidente de la junta de hermandades , cofradías y capítulos de la semana santa de toledo , juan carlos [ politician ] , a quien deseamos éxitos en su nueva andadura y con el que hemos avanzado en asuntos de esta fiesta de interés turístico internacional .",0
2293,las escuelas infantiles municipales aumentan este curso sus plazas con la creación de una nueva aula en la escuela 'ana maría matute ' del polígono . seguimos cumpliendo compromisos importantes para cubrir las necesidades de las familias toledanas .,0
2294,"cumplir 25 años de periodismo local , de provincias y región es motivo más que suficiente para felicitar a los profesionales que forman el diario @ user . gracias por contribuir a una sociedad más justa y a un toledo abierto y participativo . ¡por otros 25 años más !",0
2295,"el @ user se ha proclamado campeón de españa de fútbol sala de la federación española de deportes para perdonas con discapacidad intelectual , @ user . todo esfuerzo tiene su recompensa . sois un orgullo para toledo . ¡mi más sincera enhorabuena chicos !",0
2296,"'la tarasca ' de la @ user se ha convertido en una cita imprescindible de la semana grande del corpus . gracias a los que habéis hecho posible esta velada entre amigos , celebrar el corpus con vosotros es ya toda una tradición .",0
2297,"celebramos el día de la fiesta nacional , celebramos todo lo que nos une como españoles . ¡feliz 12 de octubre desde la ciudad más bella del mundo !",0
2298,"fruto de la colaboración y ayuda mutua que toledo y la ciudad hermanada de nara se vienen prestando desde hace 50 años , vamos a trabajar de la mano en la participación de nuestra ciudad en la exposición universal de japón que tendrá lugar en el año 2025 en osaka @ user",0
2299,"la presentación de 'mosquita muerta ' , la segunda novela de la toledana pilar bravo ha sido uno de esos momentos que nos debíamos tras lo peor de la pandemia.el recuerdo emocionado a mario paoletti y la ilusión por esta nueva obra nos ha conmovido , querida pilar . te deseo lo mejor",0
2300,¡buenas noticias desde ourense ! la toledana isabel fernández ( @ user ) ha renovado el título de campeona de españa de parakárate . un logro más para sumar a tantas metas conseguidas . gracias por llevar de nuevo el nombre de toledo a lo más alto . ¡enhorabuena !,0
2301,con el pregón del amigo y querido ángel felpeto comienza la semana grande del corpus . gracias por compartir tus viviencias y tus 'corpus ' con todos los que te hemos acompañado en el @ user . y enhorabuena también a los que hoy han recibido las 'tarascas de honor ' .,0
2302,"porque juntos , sumamos . desde el consenso y el diálogo con vecinos y comerciantes , comienzan las obras e inversiones de mejora urbana en : . ➡ toledo ohio - plata - san vicente . ➡ puerta nueva . ➡ san jerónimo . además , avanzan las obras en reyes católicos en su tramo final .",0
2303,"“ en su seno guarda todos los recuerdos , todas las tradiciones de españa ; la fábula y la historia se disputan su nombre ; los pueblos , la gloria de haber abierto los cimientos de sus muros ” . -josé amador de los ríos- . 📸 josé alberto real .",0
2304,"maría adánez , @ user @ user @ user o @ user son algunos de los intérpretes que pasarán por el @ user en la temporada de otoño que se abre el 30 de septiembre . una oferta variada ambiciosa con 54 montajes escénicos . +ℹ️➡️",0
